Orthogroup	Acinetobacter_baumannii	Mycobacterium_leprae	Mycobacterium_tuberculosis	Neisseria_gonorrhoeae	Pseudomonas_aeruginosa	Salmonella_enterica
OG0002289			g2591.t1, g293.t1			
OG0002290			g2859.t1, g309.t1			
OG0002291			g2237.t1, g311.t1			
OG0002292			g315.t1		g2545.t1	
OG0002293			g1711.t1, g319.t1			
OG0002294			g335.t1		g5501.t1	
OG0002295			g344.t1, g820.t1			
OG0002296			g350.t1		g2782.t1	
OG0002297			g359.t1		g926.t1	
OG0002298			g2394.t1, g365.t1			
OG0002299			g368.t1		g4704.t1	
OG0002300			g372.t1		g1964.t1	
OG0002301			g416.t1		g1575.t1	
OG0002302			g429.t1		g4090.t1	
OG0002303			g1521.t1, g459.t1			
OG0002304			g1976.t1, g461.t1			
OG0002305			g472.t1		g1945.t1	
OG0002306			g484.t1			g707.t1
OG0002307			g513.t1		g4420.t1	
OG0002308			g1582.t1, g519.t1			
OG0002309			g529.t1			g3819.t1
OG0002310			g2271.t1, g564.t1			
OG0002311			g2559.t1, g592.t1			
OG0002312			g2558.t1, g593.t1			
OG0002313			g2949.t1, g597.t1			
OG0002314			g2947.t1, g598.t1			
OG0002315			g613.t1			g710.t1
OG0002316			g1483.t1, g619.t1			
OG0002317			g622.t1, g862.t1			
OG0002318			g659.t1		g857.t1	
OG0002319			g665.t1		g3494.t1	
OG0002320			g700.t1		g2434.t1	
OG0002321			g3388.t1, g701.t1			
OG0002322			g725.t1		g257.t1	
OG0002323			g728.t1, g737.t1			
OG0002324			g1766.t1, g751.t1			
OG0002325			g761.t1		g167.t1	
OG0002326			g773.t1		g4394.t1	
OG0002327			g1843.t1, g794.t1			
OG0002328			g2965.t1, g825.t1			
OG0002329			g839.t1			g1085.t1
OG0002330			g840.t1		g3342.t1	
OG0002331			g858.t1			g1002.t1
OG0002332			g875.t1		g815.t1	
OG0002333			g907.t1			g3413.t1
OG0002334			g908.t1			g3412.t1
OG0002335			g909.t1			g1741.t1
OG0002336			g926.t1		g2190.t1	
OG0002337			g985.t1		g1103.t1	
OG0002338			g989.t1		g5269.t1	
OG0002339			g1022.t1, g3342.t1			
OG0002340			g1030.t1, g1136.t1			
OG0002341			g1031.t1, g1135.t1			
OG0002342			g1038.t1		g1302.t1	
OG0002343			g1044.t1		g4001.t1	
OG0002344			g1057.t1		g754.t1	
OG0002345			g1061.t1		g3822.t1	
OG0002346			g1063.t1		g406.t1	
OG0002347			g1089.t1, g1487.t1			
OG0002348			g1108.t1, g3422.t1			
OG0002349			g1123.t1, g2406.t1			
OG0002350			g1132.t1		g810.t1	
OG0002351			g1147.t1		g885.t1	
OG0002352			g1168.t1, g1999.t1			
OG0002353			g1217.t1, g2310.t1			
OG0002354			g1255.t1, g3075.t1			
OG0002355			g1257.t1, g1793.t1			
OG0002356			g1387.t1, g2512.t1			
OG0002357			g1388.t1, g2511.t1			
OG0002358			g1433.t1		g3921.t1	
OG0002359			g1491.t1		g39.t1	
OG0002360			g1503.t1			g1970.t1
OG0002361			g1504.t1			g1969.t1
OG0002362			g1508.t1, g1511.t1			
OG0002363			g1543.t1			g4039.t1
OG0002364			g1544.t1			g4038.t1
OG0002365			g1563.t1, g2613.t1			
OG0002366			g1564.t1, g2614.t1			
OG0002367			g1565.t1, g2615.t1			
OG0002368			g1581.t1		g4154.t1	
OG0002369			g1608.t1		g5511.t1	
OG0002370			g1633.t1, g3387.t1			
OG0002371			g1687.t1			g4090.t1
OG0002372			g1701.t1		g5489.t1	
OG0002373			g1720.t1		g1806.t1	
OG0002374			g1721.t1, g2596.t1			
OG0002375			g1727.t1			g2823.t1
OG0002376			g1729.t1, g3316.t1			
OG0002377			g1732.t1, g3454.t1			
OG0002378			g1746.t1, g1990.t1			
OG0002379			g1752.t1		g5429.t1	
OG0002380			g1791.t1		g2734.t1	
OG0002381			g1814.t1		g3497.t1	
OG0002382			g1828.t1		g4959.t1	
OG0002383			g1829.t1		g4961.t1	
OG0002384			g1830.t1		g4962.t1	
OG0002385			g1857.t1		g250.t1	
OG0002386			g1862.t1		g2134.t1	
OG0002387			g1890.t1, g1891.t1			
OG0002388			g1901.t1		g5394.t1	
OG0002389			g1928.t1, g2048.t1			
OG0002390			g1935.t1			g2745.t1
OG0002391			g1955.t1, g2986.t1			
OG0002392			g1965.t1, g3140.t1			
OG0002393			g1966.t1, g3139.t1			
OG0002394			g1967.t1, g2752.t1			
OG0002395			g1973.t1		g3754.t1	
OG0002396			g1979.t1		g4791.t1	
OG0002397			g1992.t1, g2481.t1			
OG0002398			g1993.t1, g2278.t1			
OG0002399			g1997.t1, g3133.t1			
OG0002400			g2019.t1		g3452.t1	
OG0002401			g2033.t1		g3002.t1	
OG0002402			g2035.t1		g2964.t1	
OG0002403			g2071.t1		g811.t1	
OG0002404			g2149.t1, g2393.t1			
OG0002405			g2240.t1, g3479.t1			
OG0002406			g2251.t1		g5307.t1	
OG0002407			g2264.t1		g1552.t1	
OG0002408			g2272.t1, g3458.t1			
OG0002409			g2293.t1		g1210.t1	
OG0002410			g2346.t1		g2425.t1	
OG0002411			g2364.t1		g4011.t1	
OG0002412			g2431.t1			g670.t1
OG0002413			g2464.t1			g2898.t1
OG0002414			g2521.t1, g2522.t1			
OG0002415			g2541.t1		g74.t1	
OG0002416			g2582.t1, g2585.t1			
OG0002417			g2606.t1		g2318.t1	
OG0002418			g2728.t1		g3391.t1	
OG0002419			g2739.t1			g770.t1
OG0002420			g2774.t1, g2777.t1			
OG0002421			g2798.t1		g3000.t1	
OG0002422			g2822.t1, g2825.t1			
OG0002423			g2847.t1			g3040.t1
OG0002424			g2893.t1, g3381.t1			
OG0002425			g2903.t1		g348.t1	
OG0002426			g2905.t1			g1972.t1
OG0002427			g2906.t1, g3383.t1			
OG0002428			g2948.t1			g469.t1
OG0002429			g2975.t1		g4433.t1	
OG0002430			g2976.t1		g4432.t1	
OG0002431			g3002.t1			g2605.t1
OG0002432			g3045.t1, g3520.t1			
OG0002433			g3072.t1, g3281.t1			
OG0002434			g3121.t1		g1855.t1	
OG0002435			g3192.t1		g2467.t1	
OG0002436			g3259.t1		g2076.t1	
OG0002437			g3275.t1			g2041.t1
OG0002438			g3325.t1		g675.t1	
OG0002439			g3339.t1, g3364.t1			
OG0002440			g3344.t1		g1030.t1	
OG0002441			g3390.t1, g3431.t1			
OG0002442			g3420.t1		g2527.t1	
OG0002443			g3463.t1, g3465.t1			
OG0002444			g3501.t1		g230.t1	
OG0002445			g3535.t1		g4695.t1	
OG0002446					g9.t1	g3415.t1
OG0002447					g13.t1	g3340.t1
OG0002448					g24.t1	g2287.t1
OG0002449					g1169.t1, g43.t1	
OG0002450					g52.t1, g53.t1	
OG0002451					g58.t1	g3320.t1
OG0002452					g63.t1, g871.t1	
OG0002453					g64.t1	g1458.t1
OG0002454					g66.t1, g67.t1	
OG0002455					g71.t1	g3166.t1
OG0002456					g73.t1	g3222.t1
OG0002457					g91.t1	g259.t1
OG0002458					g92.t1	g258.t1
OG0002459					g99.t1	g276.t1
OG0002460					g133.t1	g3992.t1
OG0002461					g143.t1	g566.t1
OG0002462					g148.t1, g149.t1	
OG0002463					g151.t1, g4273.t1	
OG0002464					g156.t1	g1517.t1
OG0002465					g164.t1, g1770.t1	
OG0002466					g171.t1	g3720.t1
OG0002467					g185.t1	g1562.t1
OG0002468					g1758.t1, g191.t1	
OG0002469					g241.t1	g1054.t1
OG0002470					g262.t1	g885.t1
OG0002471					g1525.t1, g263.t1	
OG0002472					g1434.t1, g290.t1	
OG0002473					g336.t1, g338.t1	
OG0002474					g352.t1	g2129.t1
OG0002475					g353.t1, g354.t1	
OG0002476					g356.t1	g2190.t1
OG0002477					g359.t1	g1008.t1
OG0002478					g367.t1	g2405.t1
OG0002479					g374.t1	g3228.t1
OG0002480					g382.t1	g3329.t1
OG0002481					g385.t1	g2770.t1
OG0002482					g398.t1	g2883.t1
OG0002483					g399.t1	g2882.t1
OG0002484					g405.t1, g837.t1	
OG0002485					g430.t1	g1077.t1
OG0002486					g444.t1	g3108.t1
OG0002487					g445.t1	g3107.t1
OG0002488					g446.t1	g2045.t1
OG0002489					g450.t1	g492.t1
OG0002490					g3326.t1, g464.t1	
OG0002491					g474.t1	g3443.t1
OG0002492					g493.t1	g3726.t1
OG0002493					g494.t1	g714.t1
OG0002494					g495.t1	g2476.t1
OG0002495					g496.t1	g3274.t1
OG0002496					g504.t1, g505.t1	
OG0002497					g509.t1	g3273.t1
OG0002498					g537.t1	g2270.t1
OG0002499					g4453.t1, g545.t1	
OG0002500					g547.t1	g3556.t1
OG0002501					g550.t1	g3004.t1
OG0002502					g568.t1	g2997.t1
OG0002503					g589.t1	g2986.t1
OG0002504					g591.t1	g2984.t1
OG0002505					g594.t1	g2981.t1
OG0002506					g596.t1	g1687.t1
OG0002507					g597.t1	g1191.t1
OG0002508					g598.t1	g1192.t1
OG0002509					g601.t1	g86.t1
OG0002510					g605.t1	g90.t1
OG0002511					g621.t1, g920.t1	
OG0002512					g627.t1	g2522.t1
OG0002513					g632.t1	g2514.t1
OG0002514					g633.t1	g3917.t1
OG0002515					g636.t1	g2530.t1
OG0002516					g637.t1	g2510.t1
OG0002517					g638.t1	g843.t1
OG0002518					g651.t1, g653.t1	
OG0002519					g660.t1	g160.t1
OG0002520					g672.t1	g1342.t1
OG0002521					g3158.t1, g688.t1	
OG0002522					g695.t1, g696.t1	
OG0002523					g719.t1	g3047.t1
OG0002524					g741.t1	g2078.t1
OG0002525					g2217.t1, g751.t1	
OG0002526					g764.t1	g2586.t1
OG0002527					g771.t1	g2831.t1
OG0002528					g775.t1	g2462.t1
OG0002529					g777.t1	g2460.t1
OG0002530					g784.t1	g2408.t1
OG0002531					g819.t1	g869.t1
OG0002532					g1557.t1, g842.t1	
OG0002533					g858.t1	g2265.t1
OG0002534					g864.t1	g228.t1
OG0002535					g3408.t1, g867.t1	
OG0002536					g869.t1	g414.t1
OG0002537					g870.t1	g1076.t1
OG0002538					g2740.t1, g876.t1	
OG0002539					g881.t1	g1343.t1
OG0002540					g882.t1	g235.t1
OG0002541					g883.t1	g2027.t1
OG0002542					g891.t1	g793.t1
OG0002543					g5266.t1, g899.t1	
OG0002544					g915.t1	g1214.t1
OG0002545					g916.t1	g872.t1
OG0002546					g919.t1	g2620.t1
OG0002547					g928.t1	g2016.t1
OG0002548					g929.t1	g787.t1
OG0002549					g930.t1	g3636.t1
OG0002550					g931.t1	g1530.t1
OG0002551					g937.t1	g2084.t1
OG0002552					g2729.t1, g942.t1	
OG0002553					g947.t1	g2746.t1
OG0002554					g950.t1	g3900.t1
OG0002555					g961.t1	g2330.t1
OG0002556					g964.t1	g2329.t1
OG0002557					g965.t1	g3755.t1
OG0002558					g4172.t1, g972.t1	
OG0002559					g975.t1	g3220.t1
OG0002560					g977.t1	g765.t1
OG0002561					g987.t1	g689.t1
OG0002562					g988.t1	g690.t1
OG0002563					g989.t1	g691.t1
OG0002564					g990.t1	g2741.t1
OG0002565					g1969.t1, g992.t1	
OG0002566					g1000.t1, g2852.t1	
OG0002567					g1018.t1	g2327.t1
OG0002568					g1045.t1	g3704.t1
OG0002569					g1051.t1	g3496.t1
OG0002570					g1068.t1	g1341.t1
OG0002571					g1076.t1	g426.t1
OG0002572					g1091.t1, g2805.t1	
OG0002573					g1092.t1	g1093.t1
OG0002574					g1093.t1	g1094.t1
OG0002575					g1094.t1	g1095.t1
OG0002576					g1095.t1	g1096.t1
OG0002577					g1096.t1	g1097.t1
OG0002578					g1097.t1	g1098.t1
OG0002579					g1098.t1	g1099.t1
OG0002580					g1099.t1	g1100.t1
OG0002581					g1101.t1	g1102.t1
OG0002582					g1102.t1	g1103.t1
OG0002583					g1109.t1	g1831.t1
OG0002584					g1110.t1	g1832.t1
OG0002585					g1115.t1	g1838.t1
OG0002586					g1116.t1	g1839.t1
OG0002587					g1117.t1	g1840.t1
OG0002588					g1118.t1	g1841.t1
OG0002589					g1120.t1	g1843.t1
OG0002590					g1132.t1, g1712.t1	
OG0002591					g1138.t1	g2489.t1
OG0002592					g1157.t1	g491.t1
OG0002593					g1166.t1	g273.t1
OG0002594					g1168.t1, g2462.t1	
OG0002595					g1176.t1	g1717.t1
OG0002596					g1177.t1	g2317.t1
OG0002597					g1182.t1, g1807.t1	
OG0002598					g1183.t1, g4221.t1	
OG0002599					g1188.t1	g2105.t1
OG0002600					g1190.t1	g2109.t1
OG0002601					g1191.t1	g2107.t1
OG0002602					g1204.t1	g2873.t1
OG0002603					g1207.t1	g1543.t1
OG0002604					g1227.t1	g1411.t1
OG0002605					g1237.t1	g2777.t1
OG0002606					g1255.t1, g2899.t1	
OG0002607					g1261.t1, g3473.t1	
OG0002608					g1262.t1, g3472.t1	
OG0002609					g1268.t1, g2260.t1	
OG0002610					g1270.t1, g1285.t1	
OG0002611					g1288.t1	g3858.t1
OG0002612					g1311.t1, g1711.t1	
OG0002613					g1313.t1	g1696.t1
OG0002614					g1314.t1	g1055.t1
OG0002615					g1317.t1	g1694.t1
OG0002616					g1328.t1	g399.t1
OG0002617					g1331.t1	g2701.t1
OG0002618					g1332.t1	g2700.t1
OG0002619					g1338.t1	g408.t1
OG0002620					g1345.t1	g1236.t1
OG0002621					g1351.t1, g2003.t1	
OG0002622					g1358.t1	g621.t1
OG0002623					g1363.t1, g1977.t1	
OG0002624					g1367.t1, g1372.t1	
OG0002625					g1370.t1	g2611.t1
OG0002626					g1377.t1	g1553.t1
OG0002627					g1384.t1	g3236.t1
OG0002628					g1391.t1	g2213.t1
OG0002629					g1392.t1	g3894.t1
OG0002630					g1433.t1, g5071.t1	
OG0002631					g1447.t1, g3546.t1	
OG0002632					g1454.t1	g448.t1
OG0002633					g1456.t1	g1844.t1
OG0002634					g1458.t1	g1846.t1
OG0002635					g1460.t1	g1848.t1
OG0002636					g1461.t1	g1849.t1
OG0002637					g1462.t1	g1850.t1
OG0002638					g1463.t1	g1851.t1
OG0002639					g1467.t1	g1792.t1
OG0002640					g1472.t1	g1794.t1
OG0002641					g1481.t1	g1347.t1
OG0002642					g1498.t1	g3984.t1
OG0002643					g1507.t1	g2296.t1
OG0002644					g1518.t1	g483.t1
OG0002645					g1530.t1	g481.t1
OG0002646					g1534.t1	g1020.t1
OG0002647					g1547.t1, g3325.t1	
OG0002648					g1556.t1	g1376.t1
OG0002649					g1559.t1	g1549.t1
OG0002650					g1566.t1, g4213.t1	
OG0002651					g1569.t1, g1573.t1	
OG0002652					g1580.t1	g2769.t1
OG0002653					g1592.t1	g3837.t1
OG0002654					g1593.t1	g360.t1
OG0002655					g1602.t1	g674.t1
OG0002656					g1630.t1	g995.t1
OG0002657					g1658.t1	g1420.t1
OG0002658					g1662.t1	g1204.t1
OG0002659					g1663.t1	g479.t1
OG0002660					g1672.t1	g1498.t1
OG0002661					g1680.t1, g2408.t1	
OG0002662					g1697.t1	g1547.t1
OG0002663					g1713.t1	g1321.t1
OG0002664					g1714.t1	g1320.t1
OG0002665					g1715.t1	g2682.t1
OG0002666					g1716.t1	g1319.t1
OG0002667					g1730.t1	g1300.t1
OG0002668					g1739.t1	g1296.t1
OG0002669					g1740.t1	g1297.t1
OG0002670					g1742.t1	g1307.t1
OG0002671					g1746.t1	g1310.t1
OG0002672					g1764.t1	g1084.t1
OG0002673					g1777.t1	g1601.t1
OG0002674					g1786.t1, g1984.t1	
OG0002675					g1792.t1	g1252.t1
OG0002676					g1805.t1, g4106.t1	
OG0002677					g1808.t1, g3429.t1	
OG0002678					g1809.t1, g2368.t1	
OG0002679					g1816.t1	g500.t1
OG0002680					g1831.t1	g420.t1
OG0002681					g1839.t1	g251.t1
OG0002682					g1840.t1	g252.t1
OG0002683					g1841.t1	g253.t1
OG0002684					g1846.t1	g1689.t1
OG0002685					g1858.t1	g1604.t1
OG0002686					g1859.t1	g3149.t1
OG0002687					g1869.t1	g1189.t1
OG0002688					g1881.t1	g3645.t1
OG0002689					g1889.t1	g718.t1
OG0002690					g1896.t1, g3165.t1	
OG0002691					g1904.t1	g2507.t1
OG0002692					g1905.t1	g2508.t1
OG0002693					g1915.t1	g94.t1
OG0002694					g1931.t1, g4294.t1	
OG0002695					g1933.t1, g4296.t1	
OG0002696					g1935.t1, g4298.t1	
OG0002697					g1947.t1, g3838.t1	
OG0002698					g1958.t1	g908.t1
OG0002699					g1991.t1	g693.t1
OG0002700					g1993.t1	g1522.t1
OG0002701					g1996.t1, g2064.t1	
OG0002702					g2037.t1	g794.t1
OG0002703					g2043.t1, g4239.t1	
OG0002704					g2060.t1	g2261.t1
OG0002705					g2072.t1	g3771.t1
OG0002706					g2075.t1	g3001.t1
OG0002707					g2144.t1, g2171.t1	
OG0002708					g2153.t1	g2113.t1
OG0002709					g2162.t1	g562.t1
OG0002710					g2164.t1	g563.t1
OG0002711					g2168.t1	g313.t1
OG0002712					g2173.t1	g909.t1
OG0002713					g2196.t1	g748.t1
OG0002714					g2205.t1	g3298.t1
OG0002715					g2225.t1, g3300.t1	
OG0002716					g2226.t1	g1617.t1
OG0002717					g2227.t1	g1618.t1
OG0002718					g2257.t1	g2135.t1
OG0002719					g2258.t1	g2136.t1
OG0002720					g2264.t1	g1448.t1
OG0002721					g2270.t1	g1964.t1
OG0002722					g2272.t1	g1949.t1
OG0002723					g2273.t1	g1979.t1
OG0002724					g2292.t1	g1201.t1
OG0002725					g2322.t1, g2325.t1	
OG0002726					g2323.t1, g2324.t1	
OG0002727					g2328.t1	g1483.t1
OG0002728					g2331.t1, g5150.t1	
OG0002729					g2342.t1, g2343.t1	
OG0002730					g2357.t1	g2906.t1
OG0002731					g2360.t1	g3304.t1
OG0002732					g2376.t1	g3394.t1
OG0002733					g2391.t1	g242.t1
OG0002734					g2407.t1	g2910.t1
OG0002735					g2413.t1	g1872.t1
OG0002736					g2428.t1	g879.t1
OG0002737					g2432.t1, g5498.t1	
OG0002738					g2436.t1	g2111.t1
OG0002739					g2470.t1, g3369.t1	
OG0002740					g2474.t1, g2598.t1	
OG0002741					g2493.t1, g3091.t1	
OG0002742					g2507.t1	g2036.t1
OG0002743					g2513.t1	g565.t1
OG0002744					g2581.t1	g4101.t1
OG0002745					g2602.t1	g3519.t1
OG0002746					g2607.t1, g2817.t1	
OG0002747					g2613.t1, g2939.t1	
OG0002748					g2621.t1	g2956.t1
OG0002749					g2622.t1, g2853.t1	
OG0002750					g2623.t1	g1727.t1
OG0002751					g2645.t1	g1013.t1
OG0002752					g2646.t1	g3217.t1
OG0002753					g2647.t1	g3216.t1
OG0002754					g2648.t1	g3215.t1
OG0002755					g2649.t1	g1012.t1
OG0002756					g2650.t1	g757.t1
OG0002757					g2651.t1	g3009.t1
OG0002758					g2655.t1	g896.t1
OG0002759					g2658.t1	g890.t1
OG0002760					g2668.t1	g1151.t1
OG0002761					g2671.t1	g1147.t1
OG0002762					g2699.t1, g2700.t1	
OG0002763					g2703.t1	g2274.t1
OG0002764					g2706.t1	g2386.t1
OG0002765					g2708.t1	g2739.t1
OG0002766					g2709.t1, g4397.t1	
OG0002767					g2732.t1	g2577.t1
OG0002768					g2738.t1	g346.t1
OG0002769					g2751.t1, g4826.t1	
OG0002770					g2773.t1	g279.t1
OG0002771					g2777.t1	g3512.t1
OG0002772					g2798.t1	g2874.t1
OG0002773					g2804.t1	g2618.t1
OG0002774					g2809.t1	g2110.t1
OG0002775					g2810.t1, g3355.t1	
OG0002776					g2815.t1, g5506.t1	
OG0002777					g2836.t1	g2235.t1
OG0002778					g2839.t1	g2555.t1
OG0002779					g2844.t1, g5505.t1	
OG0002780					g2854.t1	g3948.t1
OG0002781					g2865.t1	g2757.t1
OG0002782					g2870.t1	g168.t1
OG0002783					g2874.t1	g289.t1
OG0002784					g2880.t1	g1728.t1
OG0002785					g2897.t1	g2966.t1
OG0002786					g2914.t1	g472.t1
OG0002787					g2916.t1	g474.t1
OG0002788					g2919.t1	g183.t1
OG0002789					g2920.t1, g4906.t1	
OG0002790					g2924.t1	g3711.t1
OG0002791					g2934.t1	g1594.t1
OG0002792					g2936.t1, g5205.t1	
OG0002793					g2942.t1, g5228.t1	
OG0002794					g2959.t1, g3763.t1	
OG0002795					g2960.t1, g5077.t1	
OG0002796					g2966.t1	g1896.t1
OG0002797					g2968.t1	g1716.t1
OG0002798					g3006.t1	g1892.t1
OG0002799					g3021.t1	g1119.t1
OG0002800					g3028.t1	g1111.t1
OG0002801					g3029.t1	g1110.t1
OG0002802					g3030.t1	g1109.t1
OG0002803					g3040.t1	g918.t1
OG0002804					g3043.t1	g916.t1
OG0002805					g3053.t1	g2114.t1
OG0002806					g3068.t1	g999.t1
OG0002807					g3081.t1	g1044.t1
OG0002808					g3082.t1	g989.t1
OG0002809					g3090.t1	g3724.t1
OG0002810					g3115.t1, g3116.t1	
OG0002811					g3126.t1	g1781.t1
OG0002812					g3145.t1	g1199.t1
OG0002813					g3150.t1	g1825.t1
OG0002814					g3170.t1	g2206.t1
OG0002815					g3176.t1, g3406.t1	
OG0002816					g3187.t1	g3565.t1
OG0002817					g3190.t1	g2032.t1
OG0002818					g3209.t1	g3665.t1
OG0002819					g3220.t1	g3666.t1
OG0002820					g3235.t1	g1605.t1
OG0002821					g3237.t1	g723.t1
OG0002822					g3238.t1	g3504.t1
OG0002823					g3247.t1	g1196.t1
OG0002824					g3255.t1	g2244.t1
OG0002825					g3262.t1	g1608.t1
OG0002826					g3263.t1	g1609.t1
OG0002827					g3264.t1	g1621.t1
OG0002828					g3265.t1	g1624.t1
OG0002829					g3271.t1	g1203.t1
OG0002830					g3273.t1	g3721.t1
OG0002831					g3297.t1	g3976.t1
OG0002832					g3298.t1	g3977.t1
OG0002833					g3306.t1	g1697.t1
OG0002834					g3308.t1	g1699.t1
OG0002835					g3328.t1	g361.t1
OG0002836					g3333.t1, g3978.t1	
OG0002837					g3340.t1	g1398.t1
OG0002838					g3344.t1, g3345.t1	
OG0002839					g3347.t1, g4185.t1	
OG0002840					g3348.t1, g4186.t1	
OG0002841					g3349.t1, g4187.t1	
OG0002842					g3361.t1	g1532.t1
OG0002843					g3383.t1	g2869.t1
OG0002844					g3386.t1, g4908.t1	
OG0002845					g3403.t1	g3469.t1
OG0002846					g3407.t1	g1340.t1
OG0002847					g3410.t1	g3694.t1
OG0002848					g3415.t1	g2158.t1
OG0002849					g3419.t1	g1681.t1
OG0002850					g3423.t1	g3560.t1
OG0002851					g3430.t1, g4952.t1	
OG0002852					g3454.t1	g239.t1
OG0002853					g3457.t1	g2106.t1
OG0002854					g3466.t1, g3467.t1	
OG0002855					g3469.t1	g3932.t1
OG0002856					g3480.t1	g1761.t1
OG0002857					g3487.t1	g1656.t1
OG0002858					g3501.t1	g3973.t1
OG0002859					g3503.t1	g2753.t1
OG0002860					g3522.t1	g1087.t1
OG0002861					g3526.t1	g2221.t1
OG0002862					g3533.t1	g3229.t1
OG0002863					g3538.t1	g527.t1
OG0002864					g3560.t1	g1354.t1
OG0002865					g3563.t1	g1351.t1
OG0002866					g3588.t1, g3589.t1	
OG0002867					g3598.t1	g1082.t1
OG0002868					g3599.t1	g1332.t1
OG0002869					g3601.t1	g3210.t1
OG0002870					g3603.t1	g802.t1
OG0002871					g3610.t1	g4.t1
OG0002872					g3617.t1, g3620.t1	
OG0002873					g3625.t1	g2144.t1
OG0002874					g3626.t1	g2145.t1
OG0002875					g3627.t1	g2146.t1
OG0002876					g3628.t1	g2147.t1
OG0002877					g3629.t1	g2148.t1
OG0002878					g3634.t1	g114.t1
OG0002879					g3657.t1	g1370.t1
OG0002880					g3659.t1	g3699.t1
OG0002881					g3673.t1	g436.t1
OG0002882					g3675.t1	g3942.t1
OG0002883					g3684.t1	g2262.t1
OG0002884					g3692.t1	g2699.t1
OG0002885					g3696.t1	g2716.t1
OG0002886					g3697.t1	g2717.t1
OG0002887					g3698.t1	g2718.t1
OG0002888					g3700.t1	g2052.t1
OG0002889					g3703.t1	g1836.t1
OG0002890					g3704.t1	g1837.t1
OG0002891					g3706.t1	g2721.t1
OG0002892					g3708.t1	g1655.t1
OG0002893					g3715.t1	g224.t1
OG0002894					g3716.t1	g223.t1
OG0002895					g3717.t1	g222.t1
OG0002896					g3718.t1	g221.t1
OG0002897					g3736.t1	g2316.t1
OG0002898					g3741.t1, g4118.t1	
OG0002899					g3742.t1, g4117.t1	
OG0002900					g3746.t1	g433.t1
OG0002901					g3752.t1	g3354.t1
OG0002902					g3753.t1	g350.t1
OG0002903					g3784.t1	g1759.t1
OG0002904					g3796.t1	g2826.t1
OG0002905					g3797.t1	g234.t1
OG0002906					g3800.t1	g2976.t1
OG0002907					g3802.t1	g4065.t1
OG0002908					g3803.t1	g4064.t1
OG0002909					g3807.t1	g3.t1
OG0002910					g3809.t1	g2827.t1
OG0002911					g3819.t1	g2496.t1
OG0002912					g3829.t1	g2003.t1
OG0002913					g3874.t1	g2351.t1
OG0002914					g3877.t1	g2354.t1
OG0002915					g3881.t1	g2367.t1
OG0002916					g3882.t1	g2368.t1
OG0002917					g3884.t1	g2370.t1
OG0002918					g3885.t1	g2371.t1
OG0002919					g3890.t1	g2375.t1
OG0002920					g3892.t1	g1131.t1
OG0002921					g3895.t1	g375.t1
OG0002922					g3896.t1	g374.t1
OG0002923					g3900.t1, g3901.t1	
OG0002924					g3913.t1	g2176.t1
OG0002925					g3914.t1	g760.t1
OG0002926					g3923.t1	g2082.t1
OG0002927					g3928.t1	g3046.t1
OG0002928					g3936.t1, g5002.t1	
OG0002929					g3938.t1	g3218.t1
OG0002930					g3965.t1	g1387.t1
OG0002931					g3966.t1	g1386.t1
OG0002932					g3988.t1	g3048.t1
OG0002933					g3989.t1	g3050.t1
OG0002934					g4038.t1	g184.t1
OG0002935					g4045.t1	g1155.t1
OG0002936					g4048.t1	g1876.t1
OG0002937					g4067.t1	g604.t1
OG0002938					g4076.t1	g594.t1
OG0002939					g4082.t1	g599.t1
OG0002940					g4089.t1	g101.t1
OG0002941					g4102.t1	g2294.t1
OG0002942					g4103.t1	g2293.t1
OG0002943					g4108.t1	g1869.t1
OG0002944					g4121.t1	g391.t1
OG0002945					g4126.t1, g5059.t1	
OG0002946					g4128.t1	g388.t1
OG0002947					g4145.t1	g1619.t1
OG0002948					g4150.t1	g2904.t1
OG0002949					g4153.t1	g2903.t1
OG0002950					g4196.t1	g2758.t1
OG0002951					g4205.t1	g1026.t1
OG0002952					g4209.t1	g1029.t1
OG0002953					g4236.t1	g2980.t1
OG0002954					g4241.t1	g552.t1
OG0002955					g4242.t1	g550.t1
OG0002956					g4255.t1	g1442.t1
OG0002957					g4263.t1	g1554.t1
OG0002958					g4269.t1	g77.t1
OG0002959					g4278.t1	g1289.t1
OG0002960					g4286.t1	g720.t1
OG0002961					g4363.t1	g365.t1
OG0002962					g4364.t1	g364.t1
OG0002963					g4398.t1	g1931.t1
OG0002964					g4411.t1	g1767.t1
OG0002965					g4422.t1, g4427.t1	
OG0002966					g4435.t1	g372.t1
OG0002967					g4441.t1	g3269.t1
OG0002968					g4462.t1, g5102.t1	
OG0002969					g4468.t1	g588.t1
OG0002970					g4475.t1, g4476.t1	
OG0002971					g4491.t1	g130.t1
OG0002972					g4494.t1	g127.t1
OG0002973					g4504.t1	g117.t1
OG0002974					g4508.t1	g3039.t1
OG0002975					g4512.t1	g3115.t1
OG0002976					g4519.t1	g2794.t1
OG0002977					g4526.t1	g3121.t1
OG0002978					g4530.t1	g661.t1
OG0002979					g4536.t1	g3082.t1
OG0002980					g4542.t1	g3089.t1
OG0002981					g4543.t1	g3090.t1
OG0002982					g4545.t1	g3092.t1
OG0002983					g4547.t1	g3094.t1
OG0002984					g4552.t1	g2967.t1
OG0002985					g4561.t1	g3142.t1
OG0002986					g4564.t1	g3145.t1
OG0002987					g4565.t1	g3146.t1
